nohup: ignoring input
run.py device: cuda
----------------------------------------------------------------------------------------------------
Amazon_Musical_Instruments......
----------------------------------------------------------------------------------------------------
labels.shape: torch.Size([585800])
loading node embedding, all user-item and item-item paths embedding...finished
start training user-item instance self attention module...
user  0 time:  8.106231689453125e-06
user  100 time:  387.4644832611084
user  200 time:  775.841682434082
user  300 time:  1169.872797012329
user  400 time:  1568.3413932323456
user  500 time:  1971.7961497306824
user  600 time:  2366.9799966812134
user  700 time:  2763.159928560257
user  800 time:  3164.5025629997253
user  900 time:  3568.7656950950623
user  1000 time:  3969.797353744507
user  1100 time:  4372.399467945099
user  1200 time:  4790.514227628708
user  1300 time:  5208.34582567215
user  1400 time:  5617.347429275513
start training item-item instance self attention module...
user  0 time:  6.4373016357421875e-06
user  100 time:  274.8805351257324
user  200 time:  557.7369589805603
user  300 time:  853.9244141578674
user  400 time:  1144.3446543216705
user  500 time:  1425.4487965106964
user  600 time:  1663.9102647304535
user  700 time:  1927.102243900299
user  800 time:  2172.5143523216248
user  900 time:  2440.388415336609
user  1000 time:  2702.6472911834717
user  1100 time:  2974.4900484085083
user  1200 time:  3258.3263194561005
user  1300 time:  3535.4774239063263
user  1400 time:  3809.2633826732635
start updating user and item embedding...
user_name:1450
user  0 time:  9.059906005859375e-06
user  100 time:  19.423537969589233
user  200 time:  39.08141469955444
user  300 time:  58.25470018386841
user  400 time:  78.17511773109436
user  500 time:  97.61220407485962
user  600 time:  117.70371150970459
user  700 time:  137.87691974639893
user  800 time:  157.77523684501648
user  900 time:  177.9043459892273
user  1000 time:  197.72079491615295
user  1100 time:  217.31828999519348
user  1200 time:  237.64019584655762
user  1300 time:  257.6670892238617
user  1400 time:  277.64740467071533
start training recommendation module...
/home/ubuntu/model/PaperModel/model/recommendation_model.py:58: UserWarning: Implicit dimension choice for log_softmax has been deprecated. Change the call to include dim=X as an argument.
  fe = F.log_softmax(output)
epoch: 0, training loss: 149.21313342169742, train time: 33.88705658912659
epoch: 1, training loss: 87.49506328557618, train time: 33.79841470718384
epoch: 2, training loss: 74.32274530953146, train time: 33.57731056213379
epoch: 3, training loss: 66.73483286773262, train time: 33.92759728431702
epoch: 4, training loss: 61.833815494392184, train time: 33.73826241493225
epoch: 5, training loss: 57.485604183639225, train time: 33.548511028289795
epoch: 6, training loss: 54.38652534661378, train time: 33.62834620475769
epoch: 7, training loss: 50.9987494762463, train time: 33.60973262786865
epoch: 8, training loss: 48.41262581323099, train time: 33.770835399627686
epoch: 9, training loss: 46.50125594557176, train time: 33.70752310752869
epoch: 10, training loss: 43.42496858933009, train time: 33.77704191207886
epoch: 11, training loss: 42.10313902469352, train time: 33.56757187843323
epoch: 12, training loss: 40.23092731144425, train time: 33.60494112968445
epoch: 13, training loss: 38.36977166896395, train time: 33.8377251625061
epoch: 14, training loss: 36.28672114082292, train time: 33.743401765823364
epoch: 15, training loss: 35.603886754452105, train time: 33.55028939247131
epoch: 16, training loss: 33.69334301796698, train time: 33.612205505371094
epoch: 17, training loss: 32.5248390639681, train time: 33.477729082107544
epoch: 18, training loss: 30.448882612039597, train time: 33.456326961517334
epoch: 19, training loss: 29.529856484150514, train time: 33.72865891456604
epoch: 20, training loss: 28.286800887546633, train time: 33.53241968154907
epoch: 21, training loss: 25.92653433511441, train time: 33.69352436065674
epoch: 22, training loss: 26.128801802591624, train time: 33.62155103683472
epoch: 23, training loss: 24.26434589445853, train time: 33.664435625076294
epoch: 24, training loss: 23.314599087725583, train time: 33.49646496772766
epoch: 25, training loss: 22.69428602424523, train time: 33.43454694747925
epoch: 26, training loss: 21.632311594396015, train time: 33.486286878585815
epoch: 27, training loss: 21.11667636846414, train time: 33.441734313964844
epoch: 28, training loss: 19.68038260576577, train time: 33.367043018341064
epoch: 29, training loss: 20.497837343250467, train time: 33.14488482475281
