B004OZ0BLU,A3CRNB557EW50L,4.0,1526860800
B005SUT4VS,A3CRNB557EW50L,4.0,1526860800
B007IE5QP0,A3CRNB557EW50L,3.0,1526860800
B008ZPO5W6,A3CRNB557EW50L,3.0,1526860800
B0002D15JU,A3CRNB557EW50L,4.0,1521590400
B0002GLDQM,A3CRNB557EW50L,3.0,1505088000
B0002OOMU8,A3CRNB557EW50L,3.0,1505088000
B00721DT1M,A3CRNB557EW50L,5.0,1505088000
B00282WZG0,A3CRNB557EW50L,4.0,1504828800
B00RD1ROQC,A3CRNB557EW50L,4.0,1504828800
B013T0W8L6,A3CRNB557EW50L,3.0,1504828800
B0002CZR9A,A3CRNB557EW50L,5.0,1504137600
B0043UUF94,A262B8XPOW9XAR,5.0,1528761600
B00ILAQ974,A262B8XPOW9XAR,5.0,1528761600
B00DJU340G,A262B8XPOW9XAR,5.0,1519948800
B0051HNCD4,A262B8XPOW9XAR,5.0,1517788800
B0072KWGF8,A262B8XPOW9XAR,5.0,1517788800
B00DMACALC,A262B8XPOW9XAR,5.0,1517788800
B00CJKR11U,A262B8XPOW9XAR,5.0,1516924800
B00CJKWNRW,A262B8XPOW9XAR,5.0,1516924800
B005CXV6PI,A262B8XPOW9XAR,5.0,1489190400
B00OKA9F8O,A262B8XPOW9XAR,5.0,1453593600
B00T6ZNYQW,A262B8XPOW9XAR,5.0,1453507200
B00XQFONF4,A262B8XPOW9XAR,5.0,1442620800
B01G71R4U4,A1XN2ORFU4W0SY,5.0,1471564800
B0002GLCRC,A1XN2ORFU4W0SY,5.0,1470009600
B000R4KX88,A1XN2ORFU4W0SY,5.0,1455840000
B006HTADA0,A1XN2ORFU4W0SY,5.0,1448236800
B00158CEIM,A1XN2ORFU4W0SY,5.0,1447459200
B000XI6O2W,A1XN2ORFU4W0SY,5.0,1447200000
B0058GAYJI,A1XN2ORFU4W0SY,5.0,1446076800
B0002MDTT0,A1XN2ORFU4W0SY,5.0,1441238400
B00LPUXLG4,A1XN2ORFU4W0SY,5.0,1435968000
B00MH5FCTK,A1XN2ORFU4W0SY,5.0,1431648000
B003THDD2S,A1XN2ORFU4W0SY,5.0,1429747200
B000AL39IE,A1XN2ORFU4W0SY,5.0,1429056000
B00JW286K8,A1IU7S4HCK1XK0,5.0,1530230400
B001UJCDBO,A1IU7S4HCK1XK0,5.0,1522886400
B000OMG0KI,A1IU7S4HCK1XK0,4.0,1518652800
B019GYKGRC,A1IU7S4HCK1XK0,5.0,1513382400
B0000AQRST,A1IU7S4HCK1XK0,5.0,1513123200
B00EK1OTZC,A1IU7S4HCK1XK0,4.0,1512950400
B019NY2PKG,A1IU7S4HCK1XK0,5.0,1511740800
B0002D0COE,A1IU7S4HCK1XK0,3.0,1510185600
B000LFCXL8,A1IU7S4HCK1XK0,1.0,1505174400
B00ABORD50,A1IU7S4HCK1XK0,5.0,1504310400
B005QKNUOW,A1IU7S4HCK1XK0,4.0,1503964800
B0094EJRF2,A1IU7S4HCK1XK0,4.0,1491955200
1480360295,A3CEV9KBYLPK2L,3.0,1493596800
B005LR0ETO,A3CEV9KBYLPK2L,5.0,1479427200
B0002GXJIC,A3CEV9KBYLPK2L,5.0,1479427200
B000R4LQ70,A3CEV9KBYLPK2L,5.0,1479168000
B0002D0Q7W,A3CEV9KBYLPK2L,5.0,1477958400
B0006NDF8A,A3CEV9KBYLPK2L,3.0,1477958400
B0009G1E0K,A3CEV9KBYLPK2L,2.0,1477958400
B001JI2KHS,A3CEV9KBYLPK2L,5.0,1477958400
B001PGXKC8,A3CEV9KBYLPK2L,5.0,1477958400
B002X8Y4SQ,A3CEV9KBYLPK2L,4.0,1477958400
B009ZX8ZJG,A3CEV9KBYLPK2L,5.0,1477958400
B00GROJWAW,A3CEV9KBYLPK2L,5.0,1477958400
1480360295,A2053ZJUGCKUA5,1.0,1456012800
B00L40YCI6,A2053ZJUGCKUA5,1.0,1448323200
B0002M6B2M,A2053ZJUGCKUA5,5.0,1375315200
B00JYG7LIU,A2053ZJUGCKUA5,5.0,1375315200
B0002D0C12,A2053ZJUGCKUA5,5.0,1373414400
B0002H0A3S,A2053ZJUGCKUA5,5.0,1373414400
B0007Y09VO,A2053ZJUGCKUA5,5.0,1373414400
B005MIEJDY,A2053ZJUGCKUA5,5.0,1373414400
B0002GIRKM,A2053ZJUGCKUA5,5.0,1373328000
B005KX6ZXS,A2053ZJUGCKUA5,5.0,1373241600
B000EELB8W,A2053ZJUGCKUA5,5.0,1373068800
B001GFASMI,A2053ZJUGCKUA5,5.0,1372636800
B00PHIMVH0,AVOFQL8D5NLUO,5.0,1432684800
B0002H0A3S,AVOFQL8D5NLUO,5.0,1431388800
B0007Y09VO,AVOFQL8D5NLUO,5.0,1431388800
B0002D0CQC,AVOFQL8D5NLUO,5.0,1430784000
B00PLZNOHA,AVOFQL8D5NLUO,5.0,1430179200
B005AT3CBU,AVOFQL8D5NLUO,5.0,1429833600
B0002KZHCE,AVOFQL8D5NLUO,5.0,1429660800
B0002D0COE,AVOFQL8D5NLUO,5.0,1429401600
B00CPS17XY,AVOFQL8D5NLUO,5.0,1429228800
B0002D01K4,AVOFQL8D5NLUO,5.0,1428537600
B0002CZUTW,AVOFQL8D5NLUO,5.0,1428192000
B004NSVKLS,AVOFQL8D5NLUO,5.0,1427673600
B00LY8GMAY,A1K3LPKZN4OZ66,5.0,1517529600
B0188WO6OC,A1K3LPKZN4OZ66,2.0,1491004800
B0019H6750,A1K3LPKZN4OZ66,5.0,1490659200
B001I1PWTY,A1K3LPKZN4OZ66,5.0,1490659200
B011BAQLAU,A1K3LPKZN4OZ66,5.0,1490659200
B018TPR8FM,A1K3LPKZN4OZ66,5.0,1490659200
B000EELFTW,A1K3LPKZN4OZ66,5.0,1464134400
B00KZHN3CU,A1K3LPKZN4OZ66,5.0,1464134400
B00DBRTK50,A1K3LPKZN4OZ66,4.0,1464134400
B002N4ZBE6,A1K3LPKZN4OZ66,5.0,1460937600
B007J49C6S,A1K3LPKZN4OZ66,5.0,1460937600
B009MBNDUC,A1K3LPKZN4OZ66,5.0,1460937600
B00LT09X8K,AC3YNTR5UXE8L,1.0,1520467200
B0018TCPNC,AC3YNTR5UXE8L,4.0,1433548800
B00ENI1K1I,AC3YNTR5UXE8L,4.0,1428364800
B00BFYFKF0,AC3YNTR5UXE8L,5.0,1415232000
B00MHUUHV8,AC3YNTR5UXE8L,5.0,1415232000
B00BZB0O36,AC3YNTR5UXE8L,5.0,1407542400
B00D3CK39A,AC3YNTR5UXE8L,4.0,1407542400
B004KJWFCS,AC3YNTR5UXE8L,5.0,1399939200
B00067R1R2,AC3YNTR5UXE8L,5.0,1387065600
B0080NT456,AC3YNTR5UXE8L,5.0,1379203200
B00126J1MY,AC3YNTR5UXE8L,5.0,1379203200
B005NJ3EK6,AC3YNTR5UXE8L,5.0,1379203200
B01EPWGF8O,A15UON6342H4YU,5.0,1531699200
B00J8PWZ56,A15UON6342H4YU,5.0,1531440000
B01EGV6UJ8,A15UON6342H4YU,5.0,1526860800
B007L0CH8K,A15UON6342H4YU,5.0,1526860800
B00AUMCC9A,A15UON6342H4YU,4.0,1526860800
B000EEHG6S,A15UON6342H4YU,5.0,1520899200
B000FMDIXY,A15UON6342H4YU,4.0,1520726400
B00VE44QY2,A15UON6342H4YU,5.0,1516752000
B0002DV8AQ,A15UON6342H4YU,5.0,1513382400
B0002GZTT4,A15UON6342H4YU,5.0,1513382400
B005LYUTWY,A15UON6342H4YU,4.0,1513382400
B00OJQ9XTU,A15UON6342H4YU,4.0,1513382400
B000068NW8,A2RLQKE9NHSSZB,5.0,1416355200
B000SJJCX4,A2RLQKE9NHSSZB,5.0,1416355200
B0016MIZ80,A2RLQKE9NHSSZB,5.0,1416355200
B002X8Y4SQ,A2RLQKE9NHSSZB,5.0,1416355200
B005T800V2,A2RLQKE9NHSSZB,5.0,1416355200
B0002GODY6,A2RLQKE9NHSSZB,5.0,1415923200
B000RPUMII,A2RLQKE9NHSSZB,5.0,1415923200
B000GM6OMK,A2RLQKE9NHSSZB,5.0,1415923200
B001EIMZXW,A2RLQKE9NHSSZB,5.0,1415923200
B001ROW362,A2RLQKE9NHSSZB,5.0,1415923200
1480360295,A2RLQKE9NHSSZB,5.0,1360281600
B0002H0A3S,A2RLQKE9NHSSZB,5.0,1359158400
B00XGLIOMQ,A3SDJ70H00OQCJ,4.0,1525996800
B00AW7FTL6,A3SDJ70H00OQCJ,5.0,1525737600
B0002F6K1G,A3SDJ70H00OQCJ,1.0,1524528000
B0029NG4P6,A3SDJ70H00OQCJ,3.0,1523750400
B012J3TOTS,A3SDJ70H00OQCJ,5.0,1513641600
B00CD2PQKW,A3SDJ70H00OQCJ,5.0,1508112000
B0069XMZWS,A3SDJ70H00OQCJ,4.0,1489449600
B00OHLMFAG,A3SDJ70H00OQCJ,3.0,1489449600
B00973N9NQ,A3SDJ70H00OQCJ,3.0,1480464000
B001LU1TMQ,A3SDJ70H00OQCJ,3.0,1467590400
B001G4Z49G,A3SDJ70H00OQCJ,1.0,1460419200
B018SQ86KS,A3SDJ70H00OQCJ,5.0,1459382400
B00EQ26CLO,A1XEX009ZR6WXG,5.0,1529366400
B0002JEUXM,A1XEX009ZR6WXG,5.0,1506902400
B0002E2M32,A1XEX009ZR6WXG,5.0,1478563200
B0002PBS7M,A1XEX009ZR6WXG,5.0,1478563200
B00PGO012M,A1XEX009ZR6WXG,5.0,1478563200
B001NTX914,A1XEX009ZR6WXG,3.0,1478563200
B001QIL87O,A1XEX009ZR6WXG,5.0,1478563200
B00724YG0M,A1XEX009ZR6WXG,5.0,1475798400
B01F21CHXE,A1XEX009ZR6WXG,5.0,1475798400
B00JXI55QE,A1XEX009ZR6WXG,5.0,1473465600
B00LIIMB7S,A1XEX009ZR6WXG,5.0,1473465600
B00CP3GRD4,A1XEX009ZR6WXG,5.0,1449964800
B00MIXFBKG,A2Z89YMZZJWBHS,3.0,1437177600
B000EEL9R0,A2Z89YMZZJWBHS,5.0,1413158400
B000B6FBA2,A2Z89YMZZJWBHS,2.0,1401062400
B0002BG2DQ,A2Z89YMZZJWBHS,3.0,1363219200
B0071NO7I0,A2Z89YMZZJWBHS,5.0,1360886400
B0015GTHGG,A2Z89YMZZJWBHS,4.0,1351382400
B0002E1NKA,A2Z89YMZZJWBHS,4.0,1350864000
B006BLEZD0,A2Z89YMZZJWBHS,4.0,1341705600
B0002ORP8O,A2Z89YMZZJWBHS,4.0,1338595200
B004ZKIHVU,A2Z89YMZZJWBHS,5.0,1338595200
B001V5K2T2,A2Z89YMZZJWBHS,4.0,1336867200
B0002Q2226,A2Z89YMZZJWBHS,4.0,1333238400
B0002BG4S4,A2I68YUPOE32TF,4.0,1524960000
B0002F5472,A2I68YUPOE32TF,4.0,1524960000
B006MXD4RK,A2I68YUPOE32TF,5.0,1524960000
B00FKY86V6,A2I68YUPOE32TF,5.0,1524960000
B01EY23LZA,A2I68YUPOE32TF,5.0,1524960000
B00HX9F0RO,A2I68YUPOE32TF,5.0,1485907200
B004M8GR3U,A2I68YUPOE32TF,3.0,1387756800
B004F66VJE,A2I68YUPOE32TF,5.0,1387756800
9792372326,A2I68YUPOE32TF,5.0,1383609600
B0002GH8LQ,A2I68YUPOE32TF,5.0,1383609600
B0009W0BDA,A2I68YUPOE32TF,5.0,1383609600
